CI_ID,Serial_Number,Discovered_User,Discovered_Encryption,Last_Discovery_Date,Discovery_Source
CI334905,LEN9799173008,user4652,Encrypted,2024-08-27,JAMF
CI985734,DEL6010653009,user3696,Encrypted,2024-10-20,JAMF
CI483369,APP5236523010,user6493,Encrypted,2024-09-12,JAMF
CI580371,HP2869113011,user6942,Encrypted,2024-09-17,JAMF
CI424982,DEL2703403013,user8902,Encrypted,2024-10-10,SCCM
CI856527,MIC9038683014,user6581,,2024-08-10,SCCM
CI701142,APP8330543015,user2315,Encrypted,2024-10-04,SCCM
CI210575,MIC2708223016,user5397,,2024-09-28,Intune
CI160408,DEL3054723018,user3998,Encrypted,2024-09-18,Intune
CI151156,MIC7906843019,user6038,,2024-10-27,JAMF
CI970358,LEN6255533020,user7194,Encrypted,2024-08-10,Intune
CI993005,LEN4018533021,user3348,,2024-10-03,JAMF
CI949420,HP9365023022,user4283,Encrypted,2024-08-31,JAMF
CI133083,LEN6824153023,user8182,,2024-08-16,SCCM
CI963824,DEL3564943024,user7375,Encrypted,2024-08-21,Intune
CI721994,HP2287233025,user9672,Encrypted,2024-09-30,JAMF
CI904243,APP3441543026,user4860,Encrypted,2024-10-01,Intune
CI563846,DEL8599023027,user5740,Encrypted,2024-08-27,SCCM
CI756957,HP8032683028,user9819,Encrypted,2024-09-04,SCCM
CI944430,DEL3260023029,user4558,Encrypted,2024-08-10,JAMF
CI933429,APP4671943030,user8737,Encrypted,2024-09-21,JAMF
CI809789,DEL7285353031,user5332,Encrypted,2024-09-17,Intune
CI941738,HP1283283032,user6814,,2024-08-26,JAMF
CI620280,MIC6114683033,user4661,Unknown,2024-08-21,JAMF
CI370334,LEN2685093034,user8284,Encrypted,2024-10-13,SCCM
CI459155,DEL9832903035,user1981,,2024-08-04,Intune
CI487016,APP6407733036,user1160,Encrypted,2024-09-19,Intune
CI206590,DEL7138593037,user6675,,2024-08-19,JAMF
CI231472,HP2987423038,user8623,,2024-09-07,JAMF
CI255000,DEL8738573039,user1681,,2024-09-27,Intune
CI474537,HP6925473041,user9510,Not Encrypted,2024-08-18,Intune
CI261715,HP2006083042,user4109,Encrypted,2024-09-28,Intune
CI948033,LEN6700193043,user1253,Encrypted,2024-09-09,JAMF
CI968522,LEN1387273044,user8493,Unknown,2024-10-19,SCCM
CI914890,HP9808593045,user1172,Encrypted,2024-08-26,Intune
CI427422,APP7751983046,,,2024-10-29,SCCM
CI890644,LEN2598093047,user1682,,2024-08-03,SCCM
CI301549,DEL3389473048,user4068,Encrypted,2024-08-28,JAMF
CI947156,LEN9421343050,user8257,Encrypted,2024-09-16,Intune
CI520967,APP8902723051,user6729,,2024-09-15,SCCM
CI351981,APP6870113052,user6456,,2024-09-17,Intune
CI471925,DEL7994493054,user6931,,2024-09-17,Intune
CI241247,APP2072503055,user3175,,2024-08-13,JAMF
CI308157,APP4514313056,user4828,,2024-10-09,JAMF
CI384672,LEN1050533057,user2862,Encrypted,2024-10-21,SCCM
CI894025,LEN7397883058,user3785,,2024-08-14,SCCM
CI652729,HP5691613059,user9119,Encrypted,2024-09-06,JAMF
CI740084,HP9493593060,user8197,Encrypted,2024-09-29,SCCM
CI255049,MIC4991233062,user1689,,2024-10-07,Intune
CI685946,LEN4980383063,user8133,,2024-08-18,Intune
CI968614,LEN2166813064,user1255,,2024-08-04,Intune
CI437555,DEL6099603065,user9719,,2024-10-12,SCCM
CI207341,DEL4260373066,user2123,,2024-09-16,Intune
CI335300,HP1071873067,user1052,Encrypted,2024-09-19,Intune
CI369194,APP3210863069,,Encrypted,2024-08-06,SCCM
CI844042,APP7905823070,user7048,,2024-09-04,JAMF
CI674203,DEL5488093072,user5727,Encrypted,2024-10-08,Intune
CI285944,MIC4851233073,user6229,Encrypted,2024-10-26,SCCM
CI419090,DEL8038843074,user9406,,2024-10-31,JAMF
CI780707,MIC8970893075,user2169,Encrypted,2024-08-23,SCCM
CI395038,LEN6519463076,user4422,Encrypted,2024-08-25,Intune
CI200850,MIC4690693077,user6564,Encrypted,2024-10-24,SCCM
CI449938,APP5353883078,user6864,Encrypted,2024-09-19,Intune
CI997528,MIC4349453080,user3090,,2024-09-01,SCCM
CI334905,DEL1425963082,user5402,Encrypted,2024-10-25,SCCM
CI805044,MIC4712033083,user4280,Encrypted,2024-08-27,Intune
CI502999,MIC8087383084,user5656,,2024-10-15,Intune
CI702186,MIC6937143085,user9720,Encrypted,2024-09-22,Intune
CI321445,DEL7277033086,user4841,Encrypted,2024-08-06,SCCM
CI408701,HP3125463087,user8423,,2024-09-24,JAMF
CI337422,HP3228543088,user9836,Encrypted,2024-08-24,JAMF
CI584732,DEL9288353089,user4239,Encrypted,2024-09-06,Intune
CI993268,LEN7602223090,user7788,,2024-09-07,Intune
CI414075,APP8778193091,user5530,Not Encrypted,2024-09-25,JAMF
CI121559,APP7288333094,user3921,,2024-08-13,JAMF
CI367033,LEN8332633095,user7019,Encrypted,2024-09-28,Intune
CI340474,LEN2673143096,user7294,Encrypted,2024-08-18,JAMF
CI811899,DEL4336103097,user2663,Encrypted,2024-08-05,SCCM
CI863386,HP9471083099,user6515,,2024-08-20,Intune
CI904061,LEN7878733100,user5933,Unknown,2024-09-20,JAMF
CI785936,HP9596463101,user7241,Encrypted,2024-08-23,JAMF
CI509962,HP3228673102,user9438,,2024-08-26,Intune
CI925645,HP9248343104,user3353,Encrypted,2024-08-05,SCCM
CI258320,DEL5193043105,user6472,Encrypted,2024-08-02,SCCM
CI915952,HP5870203106,user7773,,2024-08-29,SCCM
CI547891,APP9970653107,user6745,,2024-09-01,SCCM
CI491283,MIC1012233108,user3209,Not Encrypted,2024-08-08,SCCM
CI277889,APP8749143109,user7921,Encrypted,2024-10-19,SCCM
CI973764,MIC9165013110,user7618,,2024-08-06,SCCM
CI817561,APP9355633111,,,2024-08-07,JAMF
CI943189,DEL1257073112,user1807,Encrypted,2024-09-23,JAMF
CI859123,LEN1479303113,user8613,Encrypted,2024-09-08,SCCM
CI179461,APP2912003115,,Encrypted,2024-10-02,Intune
CI218881,APP6534763116,user3543,,2024-09-02,Intune
CI844716,DEL4540073118,user4195,,2024-09-23,JAMF
CI888078,LEN6448663120,user7908,Encrypted,2024-10-26,JAMF
CI919945,APP5989453121,user2252,Encrypted,2024-08-27,Intune
CI464140,LEN3456483122,user9624,Encrypted,2024-08-30,JAMF
CI288763,DEL1615513123,user3795,,2024-08-25,Intune
CI650414,MIC5184963125,user6514,,2024-09-28,JAMF
CI252444,DEL9287493126,user8676,Encrypted,2024-09-10,JAMF
CI933047,MIC7575473127,user5186,Encrypted,2024-10-25,SCCM
CI947760,LEN5998643130,user7372,,2024-09-01,Intune
CI587051,APP6367543131,user6071,Unknown,2024-09-22,SCCM
CI164083,APP9184373132,user8556,Not Encrypted,2024-10-15,Intune
CI739722,APP3031293133,user8816,Encrypted,2024-08-19,JAMF
CI853847,DEL3623443134,user4530,Unknown,2024-09-28,JAMF
CI158495,LEN3917783135,user7293,,2024-09-17,SCCM
CI887119,APP6476803136,user9096,Not Encrypted,2024-08-08,Intune
CI978224,LEN5414813137,user6555,Encrypted,2024-10-14,Intune
CI936625,HP1100673139,user9915,Encrypted,2024-08-08,JAMF
CI866746,HP6749003140,user3425,,2024-09-22,JAMF
CI302565,LEN9155203141,user4160,Encrypted,2024-08-06,JAMF
CI357313,HP8044003142,user4176,Encrypted,2024-09-17,Intune
CI209226,LEN1429293144,user8741,Encrypted,2024-08-17,Intune
CI647182,MIC3919023145,user8557,Unknown,2024-10-15,SCCM
CI837957,DEL4257523146,user9942,Encrypted,2024-09-26,SCCM
CI563867,APP5160693149,user9207,Unknown,2024-10-12,Intune
CI935429,MIC8614953150,user7518,Unknown,2024-10-20,Intune
CI200792,MIC8129473151,user6642,Unknown,2024-09-07,Intune
CI121480,HP4359873152,user6355,,2024-09-15,Intune
CI278480,APP6298983154,user2912,,2024-08-19,SCCM
CI585407,MIC9614933155,user8192,Encrypted,2024-10-26,SCCM
CI755224,MIC2514033156,user6950,Encrypted,2024-10-31,Intune
CI912047,DEL5384893158,user3933,Encrypted,2024-09-18,Intune
CI549003,MIC5935283159,,Encrypted,2024-08-19,JAMF
CI901913,HP4073093160,user4812,Encrypted,2024-10-07,JAMF
CI452242,DEL2402193162,user7351,,2024-10-13,JAMF
CI689275,LEN3247233163,user8587,Encrypted,2024-10-09,Intune
CI879155,DEL6094913164,user9017,,2024-08-03,SCCM
CI717725,MIC3753923165,user7813,Encrypted,2024-09-03,Intune
CI936588,MIC2122273166,user6487,Encrypted,2024-10-01,Intune
CI240098,HP6499343167,user1460,,2024-10-03,JAMF
CI617909,APP5077283168,user5384,Encrypted,2024-09-10,JAMF
CI337621,MIC8187293169,user4544,,2024-09-03,JAMF
CI157836,HP4047743170,user9349,Encrypted,2024-09-29,Intune
CI580612,HP1278753171,user3595,Encrypted,2024-08-27,JAMF
CI117836,MIC2471443172,user2013,Unknown,2024-10-06,JAMF
CI909471,LEN8990703173,user4791,Encrypted,2024-10-13,SCCM
CI222135,HP3049433174,user9215,Encrypted,2024-10-27,JAMF
CI966215,DEL3659793175,user4054,,2024-09-20,Intune
CI601641,APP2368573176,user4455,,2024-08-25,JAMF
CI926382,LEN3017213177,user1205,,2024-08-22,Intune
CI911025,APP2158083178,user3533,Encrypted,2024-08-06,SCCM
CI761300,APP9643693179,user1685,Encrypted,2024-08-08,JAMF
CI347861,DEL5944983180,user2266,Encrypted,2024-09-27,JAMF
CI996030,DEL6548403181,user6887,Encrypted,2024-08-15,JAMF
CI257499,APP8560233182,user6774,,2024-10-01,JAMF
CI964337,HP5874243183,user5455,Encrypted,2024-08-12,JAMF
CI580188,APP8243623184,user8586,Unknown,2024-10-25,Intune
CI487451,DEL3915593185,user5167,,2024-09-21,SCCM
CI190485,DEL9511593186,user7471,Encrypted,2024-09-11,SCCM
CI292865,MIC2243693187,user7219,Encrypted,2024-10-03,Intune
CI314400,MIC3811543188,user7245,,2024-09-11,Intune
CI904051,HP8332873189,user4691,Encrypted,2024-09-03,Intune
CI114661,DEL1568533190,user6387,Encrypted,2024-09-07,SCCM
CI797919,APP4236973191,user5887,Encrypted,2024-08-16,Intune
CI490062,APP1495173192,user3714,,2024-10-14,Intune
CI291588,DEL5906053193,user3703,,2024-08-14,SCCM
CI305738,DEL1911773194,user4061,,2024-09-21,JAMF
CI980708,MIC2411773195,user2429,,2024-08-24,JAMF
CI941744,DEL5006053196,user6196,Encrypted,2024-10-15,JAMF
CI507103,DEL3575433197,user8536,,2024-10-09,SCCM
CI419998,MIC3983093199,user2953,Encrypted,2024-08-04,JAMF
CI875161,APP8881783200,user1294,Encrypted,2024-10-24,SCCM
CI316866,DEL7671433201,user1153,Encrypted,2024-09-15,Intune
CI789301,APP2034503202,user9346,,2024-08-06,SCCM
CI640723,APP8060063203,user2944,,2024-08-23,SCCM
CI895313,MIC8298413205,user9230,Encrypted,2024-09-30,JAMF
CI314744,MIC5848293206,user3779,Encrypted,2024-09-04,SCCM
CI588848,HP6244023207,user3878,Encrypted,2024-08-02,JAMF
CI619144,APP3284373208,user4442,Encrypted,2024-09-13,JAMF
CI514021,MIC5177013209,user6677,Encrypted,2024-09-03,SCCM
CI941599,MIC8182623210,user1166,Encrypted,2024-10-07,JAMF
CI132064,LEN6675243211,,Encrypted,2024-09-26,SCCM
CI453372,APP2094393212,user2630,Unknown,2024-08-05,JAMF
CI500054,APP5444343213,user2655,,2024-08-26,SCCM
CI431359,MIC6407673214,user1738,Encrypted,2024-10-07,SCCM
CI271846,DEL1942643215,user2472,Encrypted,2024-08-19,SCCM
CI647014,DEL5351903216,user6574,,2024-08-04,Intune
CI949568,MIC5681423217,user7547,Encrypted,2024-10-14,JAMF
CI761849,HP5562993218,user1322,,2024-08-06,JAMF
CI727707,MIC3265683219,user2062,Encrypted,2024-09-27,JAMF
CI593936,LEN7679233220,user3513,Encrypted,2024-08-23,JAMF
CI467902,HP8930843221,user4858,,2024-10-31,JAMF
CI947117,MIC9104683223,user2231,,2024-10-06,JAMF
CI770729,MIC3592463225,user4379,Encrypted,2024-08-28,Intune
CI377368,APP7974363226,user2696,Unknown,2024-09-10,SCCM
CI664894,MIC1077863229,user9829,Encrypted,2024-08-06,JAMF
CI739903,DEL8923683230,,,2024-10-31,Intune
CI204213,HP8312413231,user1084,Unknown,2024-10-29,SCCM
CI652056,APP2962933232,user2696,Encrypted,2024-09-28,JAMF
CI299113,APP8113383233,user9500,Encrypted,2024-08-02,Intune
CI750536,MIC2793553234,user9217,Encrypted,2024-08-30,Intune
CI844655,DEL1117783235,user3141,Encrypted,2024-08-03,SCCM
CI303477,HP8248813236,user9608,Encrypted,2024-10-16,Intune
CI268331,APP2091723237,,Encrypted,2024-08-18,Intune
CI191971,MIC2471043238,user8019,,2024-10-04,SCCM
CI711051,DEL8556683239,user7497,Encrypted,2024-09-15,Intune
CI931466,LEN5471003240,user8234,Unknown,2024-09-06,Intune
CI437437,LEN5904503241,user9137,Encrypted,2024-08-14,JAMF
CI960781,DEL4548473242,user5353,Encrypted,2024-08-11,Intune
CI971097,MIC4186613243,user2800,Encrypted,2024-09-29,Intune
CI154242,MIC7859673244,user8796,Encrypted,2024-08-14,JAMF
CI289159,DEL1050333245,user1951,,2024-08-23,SCCM
CI210580,LEN3828203247,,,2024-09-11,SCCM
CI899440,MIC1979223248,user6339,Encrypted,2024-09-20,Intune
CI919765,DEL3491983249,,,2024-08-04,Intune
CI458882,DEL9435213250,user2604,,2024-10-07,SCCM
CI312103,LEN5917413252,user9420,,2024-10-01,Intune
CI558535,HP5444083253,user9605,Not Encrypted,2024-10-08,JAMF
CI173637,MIC4802163254,user8206,Encrypted,2024-08-31,JAMF
CI883882,LEN9702103256,user1292,,2024-09-06,JAMF
CI582701,MIC5414543257,user7129,Encrypted,2024-09-14,JAMF
CI253327,HP9841623258,user3977,Encrypted,2024-10-29,Intune
CI820673,MIC5567183259,user8746,Unknown,2024-10-14,Intune
CI149876,DEL9703253262,user4649,Encrypted,2024-09-02,SCCM
CI727412,LEN5232133263,user2854,Encrypted,2024-10-18,SCCM
CI770605,HP4613623264,user5713,Encrypted,2024-08-08,Intune
CI461124,LEN8475463265,user8111,Encrypted,2024-09-06,Intune
CI695651,DEL1918663266,user5306,Encrypted,2024-10-05,JAMF
CI668304,DEL5582003267,user6601,Encrypted,2024-08-10,Intune
CI932350,LEN7627633268,user1629,Encrypted,2024-08-02,JAMF
CI362531,LEN1960083269,user3114,Encrypted,2024-08-28,SCCM
CI748582,HP2695463270,user6189,Encrypted,2024-09-22,SCCM
CI315491,MIC3575163271,user2530,Encrypted,2024-09-24,JAMF
CI823832,DEL8445583272,user7841,Encrypted,2024-09-16,Intune
CI611748,MIC2746133273,user7378,,2024-10-10,JAMF
CI356589,MIC1690023275,user1798,Encrypted,2024-09-23,Intune
CI224611,LEN7149113277,user8097,,2024-10-27,JAMF
CI844917,LEN5628413279,,,2024-10-19,SCCM
CI776642,MIC6021393280,user3636,Encrypted,2024-08-26,JAMF
CI606229,APP6266223282,user4065,Encrypted,2024-10-13,Intune
CI360359,APP5294283283,user7373,,2024-10-13,JAMF
CI279165,LEN1935943284,user6313,Encrypted,2024-08-20,Intune
CI989087,DEL1249563285,user9526,Encrypted,2024-10-11,JAMF
CI207152,LEN3081813288,user6539,Encrypted,2024-10-14,Intune
CI405990,APP1776383289,user9438,Unknown,2024-09-20,Intune
CI440452,LEN8730563290,user1356,,2024-09-23,JAMF
CI694797,LEN5850523291,user4416,,2024-08-13,SCCM
CI218608,MIC2887693292,user6579,Not Encrypted,2024-10-03,Intune
CI486414,HP5828723293,user4826,Encrypted,2024-08-26,SCCM
CI510635,HP6374993294,user8255,Encrypted,2024-10-27,Intune
CI272185,DEL7395013296,user2270,,2024-08-15,Intune
CI372120,MIC3470783297,user8826,Encrypted,2024-08-08,JAMF
CI411741,APP7690953300,user9972,Unknown,2024-09-01,Intune
CI535328,LEN9230763301,user9575,Encrypted,2024-08-11,JAMF
CI401689,DEL5573813302,user4034,Encrypted,2024-10-22,JAMF
CI651683,MIC6222453303,user9338,Encrypted,2024-10-31,SCCM
CI783586,LEN7598583304,user3821,,2024-10-19,Intune
CI736184,APP7794253305,user2902,,2024-10-26,JAMF
CI564425,APP1213503306,,Encrypted,2024-10-08,JAMF
CI536639,MIC7910333307,user4279,Encrypted,2024-08-19,SCCM
CI797806,LEN1187643308,user9686,Encrypted,2024-08-05,JAMF
CI567558,HP7688483309,user9787,Encrypted,2024-08-07,JAMF
CI518003,APP9594073310,user1342,,2024-08-25,Intune
CI387219,HP6505453311,user1948,Encrypted,2024-10-11,JAMF
CI337472,MIC2252643312,user5933,Encrypted,2024-09-22,JAMF
CI649995,DEL9969953313,user6210,Encrypted,2024-09-09,Intune
CI544539,LEN2733293314,user9067,,2024-09-29,Intune
CI107995,APP8882773315,user4642,Encrypted,2024-08-15,Intune
CI908469,DEL6324153316,user7255,Encrypted,2024-08-14,Intune
CI289517,APP2585733319,user8370,Encrypted,2024-10-05,SCCM
CI779423,DEL5389683320,user2880,Encrypted,2024-09-01,Intune
CI852830,LEN4002773321,user1857,Encrypted,2024-08-04,JAMF
CI638034,DEL1574333322,user4210,Encrypted,2024-08-08,Intune
CI427100,HP6775873323,user1472,,2024-08-06,JAMF
CI130226,MIC9402843324,user3347,Unknown,2024-09-29,Intune
CI515725,MIC7069153325,user4646,Encrypted,2024-10-11,JAMF
CI234972,APP2109293326,user9940,Encrypted,2024-10-27,Intune
CI895188,LEN2692003327,user4674,,2024-09-19,SCCM
CI978994,HP8351173328,user3411,,2024-08-18,JAMF
CI479468,APP1278563329,user8396,,2024-09-14,Intune
CI367340,LEN8287973330,user9256,,2024-10-01,SCCM
CI467713,HP1674963331,user1033,Encrypted,2024-10-26,SCCM
CI312056,DEL6662243332,user5098,,2024-09-30,SCCM
CI223558,LEN8193673334,user8175,,2024-09-28,JAMF
CI362835,LEN5499143335,user7159,Encrypted,2024-10-22,JAMF
CI178491,APP9089103336,user7412,Unknown,2024-10-25,JAMF
CI154692,HP1786053337,user2829,Encrypted,2024-09-01,JAMF
CI234140,HP2925153338,user8983,,2024-10-07,SCCM
CI547514,DEL7478143339,user2928,Encrypted,2024-10-12,Intune
CI289227,APP6105083340,user8791,Encrypted,2024-09-30,JAMF
CI499793,APP2040513342,user4507,,2024-10-30,Intune
CI277205,HP2831873343,user6257,Encrypted,2024-08-07,SCCM
CI666117,DEL5749343344,user1194,Encrypted,2024-10-05,JAMF
CI688762,APP6586903346,user2824,Encrypted,2024-10-07,SCCM
CI907516,LEN6479723347,,,2024-08-02,JAMF
CI326139,LEN4738283348,user3209,Encrypted,2024-09-06,JAMF
CI130666,APP9325553349,user8775,,2024-10-25,Intune
CI675653,DEL7763413350,user5305,Unknown,2024-09-18,SCCM
CI507631,MIC7191273351,user6243,,2024-10-10,Intune
CI136902,MIC7752083352,user9312,Encrypted,2024-08-21,JAMF
CI869235,DEL9072953353,,Unknown,2024-08-23,JAMF
CI578156,LEN1862983354,user8641,Encrypted,2024-10-22,JAMF
CI355138,LEN6919103355,user7385,,2024-08-26,JAMF
CI772106,LEN1409683356,user5844,Unknown,2024-08-25,SCCM
CI211592,MIC7096883357,user4714,Encrypted,2024-09-02,Intune
CI135242,MIC8317553358,user4812,,2024-10-18,SCCM
CI793028,LEN8678583360,user6663,Encrypted,2024-10-27,JAMF
CI763183,HP7211153361,user3560,,2024-09-20,Intune
CI511491,APP8911533362,user4040,Not Encrypted,2024-09-29,Intune
CI735951,DEL1997853363,user8467,Unknown,2024-08-31,JAMF
CI762495,DEL4126533364,user4625,,2024-08-31,JAMF
CI475511,APP9516753365,user9669,,2024-10-15,SCCM
CI191172,LEN4532453366,user6701,,2024-09-20,Intune
CI170527,DEL9080353367,user6590,Encrypted,2024-08-27,Intune
CI191837,DEL2480483368,user5719,Encrypted,2024-10-06,SCCM
CI854576,DEL8106303369,user6654,,2024-10-11,Intune
CI733570,MIC5013443370,user2450,Unknown,2024-08-13,JAMF
CI373781,HP9152853371,user4937,,2024-08-08,Intune
CI465776,MIC1076413372,,,2024-09-18,SCCM
CI845593,HP2336903373,user7466,,2024-08-28,SCCM
CI366487,DEL9536163375,user9109,Encrypted,2024-09-03,SCCM
CI859897,LEN7958443376,user4955,Encrypted,2024-10-12,SCCM
CI233656,APP9647883378,user6891,,2024-09-11,SCCM
CI976807,APP6141993380,user3401,,2024-09-25,JAMF
CI949430,HP4733323381,user8117,Unknown,2024-08-23,Intune
CI891762,APP7713513382,user9017,,2024-09-22,JAMF
CI144088,MIC5297083383,user4267,,2024-08-07,Intune
CI798705,LEN5209173384,user9929,Not Encrypted,2024-10-29,SCCM
CI718881,APP4599723386,user2710,Unknown,2024-08-17,JAMF
CI634445,APP3592943387,user1020,Encrypted,2024-08-14,JAMF
CI785356,APP4138423388,user1585,Unknown,2024-10-26,JAMF
CI921916,LEN8255073389,user9784,Encrypted,2024-10-30,Intune
CI955056,DEL1997403390,user2789,Encrypted,2024-08-22,JAMF
CI335915,DEL3664983391,user1103,Encrypted,2024-09-25,JAMF
CI852224,MIC6796623392,user4832,,2024-10-29,SCCM
CI152228,HP8547363393,user3896,Encrypted,2024-08-04,JAMF
CI302521,HP4679233394,user5648,Encrypted,2024-10-11,Intune
CI852231,DEL4095943395,user7813,Encrypted,2024-08-20,SCCM
CI684785,DEL2316543396,user5228,Encrypted,2024-10-17,JAMF
CI205952,MIC7707703397,user8306,Encrypted,2024-08-09,SCCM
CI375144,MIC9269013398,user6488,,2024-09-26,SCCM
CI926343,DEL9677353399,user1773,Encrypted,2024-09-09,Intune
CI897846,LEN5356853400,user9897,Encrypted,2024-08-31,SCCM
CI352302,MIC7745223401,user2871,,2024-09-12,JAMF
CI912598,LEN6679343402,user6105,,2024-09-29,SCCM
CI987807,APP4096723403,user2841,,2024-08-05,SCCM
CI169340,DEL5446713404,user7500,,2024-10-04,SCCM
CI504040,DEL4410033405,user4621,,2024-09-12,SCCM
CI473302,LEN6951413406,user8978,Encrypted,2024-08-15,JAMF
CI776024,HP3356053408,user3614,Encrypted,2024-09-08,Intune
CI278242,APP1663853409,user6149,Encrypted,2024-08-20,Intune
CI924119,HP7307973411,user5902,Unknown,2024-08-16,Intune
CI609380,DEL8127153412,user3749,Not Encrypted,2024-09-19,JAMF
CI199309,DEL4265143413,user2910,Encrypted,2024-08-25,Intune
CI961334,APP9122983414,user8496,Encrypted,2024-09-10,Intune
CI283452,DEL7278573415,user6882,Unknown,2024-08-09,SCCM
CI221103,LEN5863823417,user1693,Encrypted,2024-09-02,Intune
CI640956,LEN4918843418,user9305,Encrypted,2024-08-25,Intune
CI337034,DEL2283263419,user6774,Encrypted,2024-10-02,Intune
CI475684,LEN9376803420,user6028,Encrypted,2024-10-08,SCCM
CI430928,HP4891723421,user7505,,2024-09-08,Intune
CI962864,HP3987383422,user8652,,2024-09-09,JAMF
CI538427,HP6786953423,user7401,Not Encrypted,2024-10-22,Intune
CI529444,HP6756553424,user2245,Encrypted,2024-09-25,Intune
CI654333,MIC5940373425,user6523,,2024-10-06,Intune
CI159173,DEL3801033426,user9007,Encrypted,2024-08-11,Intune
CI762655,APP9809853427,user6114,,2024-09-09,SCCM
CI178249,HP9041353428,user8105,Encrypted,2024-08-08,Intune
CI656813,DEL2166093429,user6235,,2024-10-01,Intune
CI413554,MIC8466053430,user9035,Encrypted,2024-09-29,SCCM
CI779227,MIC8626583431,user8877,Encrypted,2024-10-04,JAMF
CI420007,APP3602083432,user5414,Encrypted,2024-09-06,JAMF
CI938991,MIC1689473433,user4109,,2024-10-11,SCCM
CI900575,DEL8020303434,user6083,Encrypted,2024-10-04,Intune
CI107547,HP6747923435,user5807,,2024-09-10,SCCM
CI802973,DEL7384613438,user1428,Encrypted,2024-10-17,Intune
CI942544,LEN9465093439,user1235,,2024-09-24,JAMF
CI360724,HP3419353440,user5166,Encrypted,2024-08-24,Intune
CI840205,DEL5578513441,user6417,Encrypted,2024-10-31,Intune
CI255362,LEN3305143442,user7475,,2024-08-17,Intune
CI113618,DEL3854513443,user5419,Encrypted,2024-08-14,Intune
CI165057,LEN8855373444,user9771,Unknown,2024-10-26,Intune
CI256505,LEN2042403447,user7057,Encrypted,2024-10-18,Intune
CI277641,DEL9405103448,,Encrypted,2024-08-04,JAMF
CI475014,DEL4859613449,user2693,Encrypted,2024-08-28,SCCM
CI963803,APP7721813450,user3597,,2024-10-28,JAMF
CI435962,LEN1134023451,user5225,Encrypted,2024-08-27,JAMF
CI869688,APP2900503452,user3937,Encrypted,2024-10-02,JAMF
CI143286,MIC7613013455,user4379,Encrypted,2024-09-29,Intune
CI410186,HP6636993456,user7122,Encrypted,2024-10-25,Intune
CI542770,HP9312853457,user6515,,2024-08-02,JAMF
CI418684,HP6080913458,user1472,Encrypted,2024-09-27,Intune
CI136947,LEN3194453459,user9896,,2024-10-17,Intune
CI490438,MIC4595083460,user1465,Encrypted,2024-09-25,SCCM
CI962480,MIC8825333461,user9787,Encrypted,2024-08-11,SCCM
